variable_name,xpath,form_type,rdb_table,data_type_simple
F9_01_EXP_SAL_ETC_CY,/Return/ReturnData/IRS990EZ/SalariesOtherCompEmplBnftAmt,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_SAL_ETC_CY,/Return/ReturnData/IRS990/CYSalariesCompEmpBnftPaidAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_SAL_ETC_CY,/Return/ReturnData/IRS990/SalariesEtcCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_SAL_ETC_PY,/Return/ReturnData/IRS990/Form990PartI/SalariesEtcPriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_SAL_ETC_PY,/Return/ReturnData/IRS990/PYSalariesCompEmpBnftPaidAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_SAL_ETC_PY,/Return/ReturnData/IRS990/SalariesEtcPriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_TOT_CY,/Return/ReturnData/IRS990EZ/TotalExpenses,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_TOT_CY,/Return/ReturnData/IRS990EZ/TotalExpensesAmt,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_TOT_CY,/Return/ReturnData/IRS990EZ/TotalExpensesCurrentYear,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_TOT_CY,/Return/ReturnData/IRS990/CYTotalExpensesAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_TOT_CY,/Return/ReturnData/IRS990/Form990PartI/TotalExpensesCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_TOT_CY,/Return/ReturnData/IRS990/TotalExpensesCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_TOT_PY,/Return/ReturnData/IRS990/Form990PartI/TotalExpensesPriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_TOT_PY,/Return/ReturnData/IRS990/PYTotalExpensesAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_EXP_TOT_PY,/Return/ReturnData/IRS990/TotalExpensesPriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_ASSET_TOT_BOY,/Return/ReturnData/IRS990EZ/TotalAssetsBOY,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_ASSET_TOT_BOY,/Return/ReturnData/IRS990EZ/TotalAssetsBOYAmt,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_ASSET_TOT_BOY,/Return/ReturnData/IRS990/Form990PartI/TotalAssetsBOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_ASSET_TOT_BOY,/Return/ReturnData/IRS990/TotalAssetsBOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_ASSET_TOT_BOY,/Return/ReturnData/IRS990/TotalAssetsBOYAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_ASSET_TOT_EOY,/Return/ReturnData/IRS990/Form990PartI/TotalAssetsEOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_ASSET_TOT_EOY,/Return/ReturnData/IRS990/TotalAssetsEOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_ASSET_TOT_EOY,/Return/ReturnData/IRS990/TotalAssetsEOYAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_LIAB_TOT_BOY,/Return/ReturnData/IRS990EZ/TotalLiabilitiesBOY,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_LIAB_TOT_BOY,/Return/ReturnData/IRS990EZ/TotalLiabilitiesBOYAmt,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_LIAB_TOT_BOY,/Return/ReturnData/IRS990/Form990PartI/TotalLiabilitiesBOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_LIAB_TOT_BOY,/Return/ReturnData/IRS990/TotalLiabilitiesBOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_LIAB_TOT_BOY,/Return/ReturnData/IRS990/TotalLiabilitiesBOYAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_LIAB_TOT_EOY,/Return/ReturnData/IRS990/Form990PartI/TotalLiabilitiesEOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_LIAB_TOT_EOY,/Return/ReturnData/IRS990/TotalLiabilitiesEOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_LIAB_TOT_EOY,/Return/ReturnData/IRS990/TotalLiabilitiesEOYAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_TOT_BOY,/Return/ReturnData/IRS990EZ/NetAssetsOrFundBalancesBOY,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_TOT_BOY,/Return/ReturnData/IRS990EZ/NetAssetsOrFundBalancesBOYAmt,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_TOT_BOY,/Return/ReturnData/IRS990/Form990PartI/NetAssetsOrFundBalancesBOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_TOT_BOY,/Return/ReturnData/IRS990/NetAssetsOrFundBalancesBOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_TOT_BOY,/Return/ReturnData/IRS990/NetAssetsOrFundBalancesBOYAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_TOT_EOY,/Return/ReturnData/IRS990EZ/NetAssetsOrFundBalancesEOY,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_TOT_EOY,/Return/ReturnData/IRS990EZ/NetAssetsOrFundBalancesEOYAmt,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_TOT_EOY,/Return/ReturnData/IRS990/Form990PartI/NetAssetsOrFundBalancesEOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_TOT_EOY,/Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_NAFB_TOT_EOY,/Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOYAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_CONTR_TOT_CY,/Return/ReturnData/IRS990/CYContributionsGrantsAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_CONTR_TOT_CY,/Return/ReturnData/IRS990/ContributionsGrantsCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_CONTR_TOT_CY,/Return/ReturnData/IRS990/Form990PartI/ContributionsGrantsCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_CONTR_TOT_CY_V2,/Return/ReturnData/IRS990EZ/ContributionsGiftsGrantsEtc,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_REV_CONTR_TOT_CY_V2,/Return/ReturnData/IRS990EZ/ContributionsGiftsGrantsEtcAmt,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_REV_CONTR_TOT_PY,/Return/ReturnData/IRS990/ContributionsGrantsPriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_CONTR_TOT_PY,/Return/ReturnData/IRS990/Form990PartI/ContributionsGrantsPriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_CONTR_TOT_PY,/Return/ReturnData/IRS990/PYContributionsGrantsAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_INVEST_TOT_CY,/Return/ReturnData/IRS990EZ/InvestmentIncomeCurrentYear,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_REV_INVEST_TOT_CY,/Return/ReturnData/IRS990/CYInvestmentIncomeAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_INVEST_TOT_CY,/Return/ReturnData/IRS990/Form990PartI/InvestmentIncomeCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_INVEST_TOT_CY,/Return/ReturnData/IRS990/InvestmentIncomeCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_INVEST_TOT_PY,/Return/ReturnData/IRS990/Form990PartI/InvestmentIncomePriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_INVEST_TOT_PY,/Return/ReturnData/IRS990/InvestmentIncomePriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_INVEST_TOT_PY,/Return/ReturnData/IRS990/PYInvestmentIncomeAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_OTH_CY,/Return/ReturnData/IRS990/CYOtherRevenueAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_OTH_CY,/Return/ReturnData/IRS990/Form990PartI/OtherRevenueCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_OTH_CY,/Return/ReturnData/IRS990/OtherRevenueCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_OTH_PY,/Return/ReturnData/IRS990/Form990PartI/OtherRevenuePriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_OTH_PY,/Return/ReturnData/IRS990/OtherRevenuePriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_OTH_PY,/Return/ReturnData/IRS990/PYOtherRevenueAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_PROG_TOT_CY,/Return/ReturnData/IRS990EZ/ProgramServiceRevenue,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_REV_PROG_TOT_CY,/Return/ReturnData/IRS990EZ/ProgramServiceRevenueAmt,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_REV_PROG_TOT_CY,/Return/ReturnData/IRS990EZ/ProgramServiceRevenueCY,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_REV_PROG_TOT_CY,/Return/ReturnData/IRS990/CYProgramServiceRevenueAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_PROG_TOT_CY,/Return/ReturnData/IRS990/Form990PartI/ProgramServiceRevenueCurrYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_PROG_TOT_CY,/Return/ReturnData/IRS990/ProgramServiceRevenueCY,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_PROG_TOT_PY,/Return/ReturnData/IRS990/Form990PartI/ProgramServiceRevenuePriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_PROG_TOT_PY,/Return/ReturnData/IRS990/PYProgramServiceRevenueAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_PROG_TOT_PY,/Return/ReturnData/IRS990/ProgramServiceRevenuePriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_TOT_CY,/Return/ReturnData/IRS990EZ/TotalRevenue,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_REV_TOT_CY,/Return/ReturnData/IRS990EZ/TotalRevenueAmt,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_REV_TOT_CY,/Return/ReturnData/IRS990EZ/TotalRevenueCurrentYear,EZ,F9-P01-T00-SUMMARY,numeric
F9_01_REV_TOT_CY,/Return/ReturnData/IRS990/CYTotalRevenueAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_TOT_CY,/Return/ReturnData/IRS990/Form990PartI/TotalRevenueCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_TOT_CY,/Return/ReturnData/IRS990/TotalRevenueCurrentYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_TOT_PY,/Return/ReturnData/IRS990/Form990PartI/TotalRevenuePriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_TOT_PY,/Return/ReturnData/IRS990/PYTotalRevenueAmt,PC,F9-P01-T00-SUMMARY,numeric
F9_01_REV_TOT_PY,/Return/ReturnData/IRS990/TotalRevenuePriorYear,PC,F9-P01-T00-SUMMARY,numeric
F9_03_ORG_MISSION_PURPOSE,/Return/ReturnData/IRS990EZ/MissionDesc,EZ,F9-P03-T00-MISSION,text
F9_03_ORG_MISSION_PURPOSE,/Return/ReturnData/IRS990EZ/MissionDescription,EZ,F9-P03-T00-MISSION,text
F9_03_ORG_MISSION_PURPOSE,/Return/ReturnData/IRS990EZ/PrimaryExemptPurpose,EZ,F9-P03-T00-MISSION,text
F9_03_ORG_MISSION_PURPOSE,/Return/ReturnData/IRS990EZ/PrimaryExemptPurposeTxt,EZ,F9-P03-T00-MISSION,text
F9_03_ORG_MISSION_PURPOSE,/Return/ReturnData/IRS990/Form990PartIII/MissionDescription,PC,F9-P03-T00-MISSION,text
F9_03_ORG_MISSION_PURPOSE,/Return/ReturnData/IRS990/MissionDesc,PC,F9-P03-T00-MISSION,text
F9_03_ORG_MISSION_PURPOSE,/Return/ReturnData/IRS990/MissionDescription,PC,F9-P03-T00-MISSION,text
F9_03_ORG_MISSION_PURPOSE,/Return/ReturnData/IRS990/PrimaryExemptPurpose,PC,F9-P03-T00-MISSION,text
F9_07_COMP_DTK_AVE_HOUR_WEEK,/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/AverageHoursPerWeek,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_AVE_HOUR_WEEK,/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/AverageHoursPerWeekRt,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_AVE_HOUR_WEEK,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/AverageHrsPerWkDevotedToPosRt,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_AVE_HOUR_WEEK,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AvgHoursPerWkDevotedToPosition,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_AVE_HOUR_WEEK,/Return/ReturnData/IRS990/Form990PartVIISectionA/AverageHoursPerWeek,PC,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_AVE_HOUR_WEEK,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/AverageHoursPerWeekRt,PC,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_AVE_HOUR_WEEK_RL,/Return/ReturnData/IRS990/Form990PartVIISectionA/AverageHoursPerWeekRelated,PC,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_AVE_HOUR_WEEK_RL,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/AverageHoursPerWeekRltdOrgRt,PC,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_ORG,/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/ReportableCompFromOrganization,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_ORG,/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/ReportableCompFromOrgAmt,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_ORG,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/CompensationAmt,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_ORG,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/Compensation,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_ORG,/Return/ReturnData/IRS990/Form990PartVIISectionA/ReportableCompFromOrganization,PC,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_ORG,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/ReportableCompFromOrgAmt,PC,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_OTH,/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/OtherCompensation,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_OTH,/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/OtherCompensationAmt,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_OTH,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/ExpenseAccountOtherAllwncAmt,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_OTH,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/ExpenseAccountOtherAllowances,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_OTH,/Return/ReturnData/IRS990/Form990PartVIISectionA/OtherCompensation,PC,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_OTH,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/OtherCompensationAmt,PC,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_RLTD,/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/ReportableCompFromRelatedOrgs,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_RLTD,/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/ReportableCompFromRltdOrgAmt,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_RLTD,/Return/ReturnData/IRS990/Form990PartVIISectionA/ReportableCompFromRelatedOrgs,PC,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_COMP_RLTD,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/ReportableCompFromRltdOrgAmt,PC,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_EMPL_BEN,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/EmployeeBenefitProgramAmt,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_EMPL_BEN,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/ContriToEmplBenefitPlansEtc,EZ,F9-P07-T01-COMPENSATION,numeric
F9_07_COMP_DTK_NAME_ORG_L1,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/BusinessName/BusinessNameLine1,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_ORG_L1,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/BusinessName/BusinessNameLine1Txt,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_ORG_L1,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/BusinessName/BusinessNameLine1,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_ORG_L1,/Return/ReturnData/IRS990/Form990PartVIISectionA/Name/NameBusiness/BusinessNameLine1,PC,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_ORG_L1,/Return/ReturnData/IRS990/Form990PartVIISectionA/NameBusiness/BusinessNameLine1,PC,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_ORG_L1,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/BusinessName/BusinessNameLine1,PC,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_ORG_L1,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/BusinessName/BusinessNameLine1Txt,PC,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_ORG_L1,/Return/ReturnData/IRS990/OfcrDirTrusteesOrKeyEmployee/BusinessName/BusinessNameLine1,PC,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_PERS,/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/NamePerson,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_PERS,/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/PersonNm,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_PERS,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/PersonNm,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_PERS,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/Name,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_PERS,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/PersonName,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_PERS,/Return/ReturnData/IRS990/Form990PartVIISectionA/Name/NamePerson,PC,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_PERS,/Return/ReturnData/IRS990/Form990PartVIISectionA/NamePerson,PC,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_NAME_PERS,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/PersonNm,PC,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_POS_FORMER_X,/Return/ReturnData/IRS990/Form990PartVIISectionA/Former,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_FORMER_X,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/FormerOfcrDirectorTrusteeInd,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_HIGH_COMP_X,/Return/ReturnData/IRS990/Form990PartVIISectionA/HighestCompensatedEmployee,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_HIGH_COMP_X,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/HighestCompensatedEmployeeInd,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_INDIV_TRUST_X,/Return/ReturnData/IRS990/Form990PartVIISectionA/IndividualTrusteeOrDirector,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_INDIV_TRUST_X,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/IndividualTrusteeOrDirectorInd,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_INST_TRUST_X,/Return/ReturnData/IRS990/Form990PartVIISectionA/InstitutionalTrustee,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_INST_TRUST_X,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/InstitutionalTrusteeInd,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_KEY_EMPL_X,/Return/ReturnData/IRS990/Form990PartVIISectionA/KeyEmployee,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_KEY_EMPL_X,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/KeyEmployeeInd,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_OFF_X,/Return/ReturnData/IRS990/Form990PartVIISectionA/Officer,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_POS_OFF_X,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/OfficerInd,PC,F9-P07-T01-COMPENSATION,checkbox
F9_07_COMP_DTK_TITLE,/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/Title,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_TITLE,/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/TitleTxt,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_TITLE,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/TitleTxt,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_TITLE,/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/Title,EZ,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_TITLE,/Return/ReturnData/IRS990/Form990PartVIISectionA/Title,PC,F9-P07-T01-COMPENSATION,text
F9_07_COMP_DTK_TITLE,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/TitleTxt,PC,F9-P07-T01-COMPENSATION,text
F9_10_ASSET_TOT_BOY,/Return/ReturnData/IRS990EZ/Form990TotalAssetsGrp/BOYAmt,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_BOY,/Return/ReturnData/IRS990EZ/TotalAssets/BOY,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_BOY,/Return/ReturnData/IRS990EZ/TotalAssetsGrp/BOYAmt,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_BOY,/Return/ReturnData/IRS990/Form990PartX/TotalAssets/BOY,PC,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_BOY,/Return/ReturnData/IRS990/TotalAssets/BOY,PC,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_BOY,/Return/ReturnData/IRS990/TotalAssetsGrp/BOYAmt,PC,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_EOY,/Return/ReturnData/IRS990EZ/Form990TotalAssetsGrp/EOYAmt,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_EOY,/Return/ReturnData/IRS990EZ/TotalAssets/EOY,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_EOY,/Return/ReturnData/IRS990EZ/TotalAssetsGrp/EOYAmt,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_EOY,/Return/ReturnData/IRS990/Form990PartX/TotalAssets/EOY,PC,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_EOY,/Return/ReturnData/IRS990/TotalAssets/EOY,PC,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_ASSET_TOT_EOY,/Return/ReturnData/IRS990/TotalAssetsGrp/EOYAmt,PC,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_BOY,/Return/ReturnData/IRS990EZ/SumOfTotalLiabilities/BOY,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_BOY,/Return/ReturnData/IRS990EZ/SumOfTotalLiabilitiesGrp/BOYAmt,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_BOY,/Return/ReturnData/IRS990EZ/TotalLiabilities/BOY,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_BOY,/Return/ReturnData/IRS990EZ/TotalLiabilitiesGrp/BOYAmt,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_BOY,/Return/ReturnData/IRS990/Form990PartX/TotalLiabilities/BOY,PC,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_BOY,/Return/ReturnData/IRS990/TotalLiabilities/BOY,PC,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_BOY,/Return/ReturnData/IRS990/TotalLiabilitiesGrp/BOYAmt,PC,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_EOY,/Return/ReturnData/IRS990EZ/SumOfTotalLiabilities/EOY,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_EOY,/Return/ReturnData/IRS990EZ/SumOfTotalLiabilitiesGrp/EOYAmt,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_EOY,/Return/ReturnData/IRS990EZ/TotalLiabilities/EOY,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_EOY,/Return/ReturnData/IRS990EZ/TotalLiabilitiesGrp/EOYAmt,EZ,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_EOY,/Return/ReturnData/IRS990/Form990PartX/TotalLiabilities/EOY,PC,F9-P10-T00-BALANCE-SHEET,numeric
F9_10_LIAB_TOT_EOY,/Return/ReturnData/IRS990/TotalLiabilities/EOY,PC,F9-P10-T00-BALANCE-SHEET,numeric
