product,year,variable,start_col,width,stata_type,source_label
death,2003,enicon_8,216,4,str4,Condition code
death,2003,econdp_9,221,1,byte,Part/line number on certificate
death,2003,econds_9,222,1,byte,Sequence of condition within part/line
death,2003,enicon_9,223,4,str4,Condition code
death,2003,econdp_10,228,1,byte,Part/line number on certificate
death,2003,econds_10,229,1,byte,Sequence of condition within part/line
death,2003,enicon_10,230,4,str4,Condition code
death,2003,econdp_11,235,1,byte,Part/line number on certificate
death,2003,econds_11,236,1,byte,Sequence of condition within part/line
death,2003,enicon_11,237,4,str4,Condition code
death,2003,econdp_12,242,1,byte,Part/line number on certificate
death,2003,econds_12,243,1,byte,Sequence of condition within part/line
death,2003,enicon_12,244,4,str4,Condition code
death,2003,econdp_13,249,1,byte,Part/line number on certificate
death,2003,econds_13,250,1,byte,Sequence of condition within part/line
death,2003,enicon_13,251,4,str4,Condition code
death,2003,econdp_14,256,1,byte,Part/line number on certificate
death,2003,econds_14,257,1,byte,Sequence of condition within part/line
death,2003,enicon_14,258,4,str4,Condition code
death,2003,econdp_15,263,1,byte,Part/line number on certificate
death,2003,econds_15,264,1,byte,Sequence of condition within part/line
death,2003,enicon_15,265,4,str4,Condition code
death,2003,econdp_16,270,1,byte,Part/line number on certificate
death,2003,econds_16,271,1,byte,Sequence of condition within part/line
death,2003,enicon_16,272,4,str4,Condition code
death,2003,econdp_17,277,1,byte,Part/line number on certificate
death,2003,econds_17,278,1,byte,Sequence of condition within part/line
death,2003,enicon_17,279,4,str4,Condition code
death,2003,econdp_18,284,1,byte,Part/line number on certificate
death,2003,econds_18,285,1,byte,Sequence of condition within part/line
death,2003,enicon_18,286,4,str4,Condition code
death,2003,econdp_19,291,1,byte,Part/line number on certificate
death,2003,econds_19,292,1,byte,Sequence of condition within part/line
death,2003,enicon_19,293,4,str4,Condition code
death,2003,econdp_20,298,1,byte,Part/line number on certificate
death,2003,econds_20,299,1,byte,Sequence of condition within part/line
death,2003,enicon_20,300,4,str4,Condition code
death,2003,ranum,341,2,byte,Number of Record-Axis Conditions
death,2003,record_1,344,4,str4,Condition
death,2003,record_2,349,4,str4,Condition
death,2003,record_3,354,4,str4,Condition
death,2003,record_4,359,4,str4,Condition
death,2003,record_5,364,4,str4,Condition
death,2003,record_6,369,4,str4,Condition
death,2003,record_7,374,4,str4,Condition
death,2003,record_8,379,4,str4,Condition
death,2003,record_9,384,4,str4,Condition
death,2003,record_10,389,4,str4,Condition
death,2003,record_11,394,4,str4,Condition
death,2003,record_12,399,4,str4,Condition
death,2003,record_13,404,4,str4,Condition
death,2003,record_14,409,4,str4,Condition
death,2003,record_15,414,4,str4,Condition
death,2003,record_16,419,4,str4,Condition
death,2003,record_17,424,4,str4,Condition
death,2003,record_18,429,4,str4,Condition
death,2003,record_19,434,4,str4,Condition
death,2003,record_20,439,4,str4,Condition
death,2003,rnifla_20,440,1,byte,Nature of Injury Flag and Condition
death,2003,race,445,2,byte,Detail Race
death,2003,brace,447,1,byte,Bridged Race
death,2003,raceimp,448,1,byte,Race Imputation Flag
death,2003,racer3,449,1,byte,Race Recode 3
death,2003,racer2,450,1,byte,Race Recode 2
death,2003,hispanic,484,3,int,Hispanic Origin
death,2003,hspanicr,488,1,byte,Hispanic Origin/Race Recode
death,2004,rectype,19,1,byte,Record Type
death,2004,restatus,20,1,byte,Resident Status
death,2004,stateoc,21,2,str2,State of Occurrence (FIPS)
death,2004,countyoc,21,5,str5,County of Occurrence
death,2004,exstatoc,26,2,str2,Expanded State of Occurrence Code
death,2004,popsizoc,28,1,byte,Population Size of County of Occurrence
death,2004,staters,29,2,str2,State of Residence (FIPS)
death,2004,statersr,33,2,str2,State of Residence Recode
death,2004,countyrs,33,5,str5,County of Residence
death,2004,cityrs,38,5,str5,City of Residence (FIPS)
death,2004,popsize,43,1,str1,Population Size of City of Residence
death,2004,metro,44,1,str1,Metropolitan - Nonmetropolitan County of Residence
death,2004,exstares,45,2,str2,Expanded State of Residence Code
death,2004,pmsares,47,4,str4,PMSA/MSA of Residence (FIPS)
death,2004,popsizrs,51,1,str1,Population Size of County of Residence
death,2004,popmsa,52,1,str1,PMSA/MSA Population Size
death,2004,cmsares,53,2,byte,CMSA of Residence (FIPS)
death,2004,statbth,55,2,str2,State of Birth (FIPS)
death,2004,statbthr,59,2,str2,State of Birth Recode
death,2004,educ89,61,2,byte,Education (1989 revision)
death,2004,educ,63,1,byte,Education (2003 revision)
death,2004,educflag,64,1,byte,Education reporting flag
death,2004,monthdth,65,2,byte,Month of Death
death,2004,sex,69,1,str1,Sex
death,2004,age,70,4,int,Detail Age
death,2004,ageflag,74,1,byte,Age Substitution Flag
death,2004,ager52,75,2,byte,Age Recode 52
death,2004,ager27,77,2,byte,Age Recode 27
death,2004,ager12,79,2,byte,Age Recode 12
death,2004,ager22,81,2,byte,Infant Age Recode 22
death,2004,placdth,83,1,byte,Place of Death and Decedent's Status
death,2004,marstat,84,1,str1,Marital Status
death,2004,weekday,85,1,byte,Day of Week of Death
death,2004,year,102,4,int,Current Data Year
death,2004,injwork,106,1,str1,Injury at Work
death,2004,mandeath,107,1,byte,Manner of death
death,2004,methdisp,108,1,str1,Method of disposition
death,2004,autopsy,109,1,str1,Autopsy
death,2004,activity,144,1,byte,Activity code
death,2004,injury,145,1,byte,Place of Injury for Causes W00-Y34 except Y06.- and Y07.-
death,2004,ucod,146,4,str4,ICD Code (10th Revision)
death,2004,ucr358,150,3,int,358 Cause Recode
death,2004,ucr113,154,3,int,113 Cause Recode
death,2004,ucr130,157,3,int,130 Cause Recode
death,2004,ucr39,160,2,byte,39 Cause Recode
death,2004,eanum,163,2,byte,Number of Entity-Axis Conditions
death,2004,econdp_1,165,1,byte,Part/line number on certificate
death,2004,econds_1,166,1,byte,Sequence of condition within part/line
death,2004,enicon_1,167,4,str4,Condition code
death,2004,econdp_2,172,1,byte,Part/line number on certificate
death,2004,econds_2,173,1,byte,Sequence of condition within part/line
death,2004,enicon_2,174,4,str4,Condition code
death,2004,econdp_3,179,1,byte,Part/line number on certificate
death,2004,econds_3,180,1,byte,Sequence of condition within part/line
death,2004,enicon_3,181,4,str4,Condition code
death,2004,econdp_4,186,1,byte,Part/line number on certificate
death,2004,econds_4,187,1,byte,Sequence of condition within part/line
death,2004,enicon_4,188,4,str4,Condition code
death,2004,econdp_5,193,1,byte,Part/line number on certificate
death,2004,econds_5,194,1,byte,Sequence of condition within part/line
death,2004,enicon_5,195,4,str4,Condition code
death,2004,econdp_6,200,1,byte,Part/line number on certificate
death,2004,econds_6,201,1,byte,Sequence of condition within part/line
death,2004,enicon_6,202,4,str4,Condition code
death,2004,econdp_7,207,1,byte,Part/line number on certificate
death,2004,econds_7,208,1,byte,Sequence of condition within part/line
death,2004,enicon_7,209,4,str4,Condition code
death,2004,econdp_8,214,1,byte,Part/line number on certificate
death,2004,econds_8,215,1,byte,Sequence of condition within part/line
death,2004,enicon_8,216,4,str4,Condition code
death,2004,econdp_9,221,1,byte,Part/line number on certificate
death,2004,econds_9,222,1,byte,Sequence of condition within part/line
death,2004,enicon_9,223,4,str4,Condition code
death,2004,econdp_10,228,1,byte,Part/line number on certificate
death,2004,econds_10,229,1,byte,Sequence of condition within part/line
death,2004,enicon_10,230,4,str4,Condition code
death,2004,econdp_11,235,1,byte,Part/line number on certificate
death,2004,econds_11,236,1,byte,Sequence of condition within part/line
death,2004,enicon_11,237,4,str4,Condition code
death,2004,econdp_12,242,1,byte,Part/line number on certificate
death,2004,econds_12,243,1,byte,Sequence of condition within part/line
death,2004,enicon_12,244,4,str4,Condition code
death,2004,econdp_13,249,1,byte,Part/line number on certificate
death,2004,econds_13,250,1,byte,Sequence of condition within part/line
death,2004,enicon_13,251,4,str4,Condition code
death,2004,econdp_14,256,1,byte,Part/line number on certificate
death,2004,econds_14,257,1,byte,Sequence of condition within part/line
death,2004,enicon_14,258,4,str4,Condition code
death,2004,econdp_15,263,1,byte,Part/line number on certificate
death,2004,econds_15,264,1,byte,Sequence of condition within part/line
death,2004,enicon_15,265,4,str4,Condition code
death,2004,econdp_16,270,1,byte,Part/line number on certificate
death,2004,econds_16,271,1,byte,Sequence of condition within part/line
death,2004,enicon_16,272,4,str4,Condition code
death,2004,econdp_17,277,1,byte,Part/line number on certificate
death,2004,econds_17,278,1,byte,Sequence of condition within part/line
death,2004,enicon_17,279,4,str4,Condition code
death,2004,econdp_18,284,1,byte,Part/line number on certificate
death,2004,econds_18,285,1,byte,Sequence of condition within part/line
death,2004,enicon_18,286,4,str4,Condition code
death,2004,econdp_19,291,1,byte,Part/line number on certificate
death,2004,econds_19,292,1,byte,Sequence of condition within part/line
death,2004,enicon_19,293,4,str4,Condition code
death,2004,econdp_20,298,1,byte,Part/line number on certificate
death,2004,econds_20,299,1,byte,Sequence of condition within part/line
death,2004,enicon_20,300,4,str4,Condition code
death,2004,ranum,341,2,byte,Number of Record-Axis Conditions
death,2004,record_1,344,4,str4,Condition
death,2004,record_2,349,4,str4,Condition
death,2004,record_3,354,4,str4,Condition
death,2004,record_4,359,4,str4,Condition
death,2004,record_5,364,4,str4,Condition
death,2004,record_6,369,4,str4,Condition
death,2004,record_7,374,4,str4,Condition
death,2004,record_8,379,4,str4,Condition
death,2004,record_9,384,4,str4,Condition
death,2004,record_10,389,4,str4,Condition
death,2004,record_11,394,4,str4,Condition
death,2004,record_12,399,4,str4,Condition
death,2004,record_13,404,4,str4,Condition
death,2004,record_14,409,4,str4,Condition
death,2004,record_15,414,4,str4,Condition
death,2004,record_16,419,4,str4,Condition
death,2004,record_17,424,4,str4,Condition
death,2004,record_18,429,4,str4,Condition
death,2004,record_19,434,4,str4,Condition
death,2004,record_20,439,4,str4,Condition
death,2004,race,445,2,byte,Detail Race
death,2004,brace,447,1,byte,Bridged Race
death,2004,raceimp,448,1,byte,Race Imputation Flag
death,2004,racer3,449,1,byte,Race Recode 3
death,2004,racer5,450,1,byte,Race Recode 5
death,2004,hispanic,484,3,int,Hispanic Origin
death,2004,hspanicr,488,1,byte,Hispanic Origin/Race Recode
death,2005,restatus,20,1,byte,Resident Status
death,2005,educ89,61,2,byte,Education (1989 revision)
death,2005,educ,63,1,byte,Education (2003 revision)
death,2005,educflag,64,1,byte,Education reporting flag
death,2005,monthdth,65,2,byte,Month of Death
death,2005,sex,69,1,str1,Sex
death,2005,age,70,4,int,Detail Age
death,2005,ageflag,74,1,byte,Age Substitution Flag
death,2005,ager52,75,2,byte,Age Recode 52
death,2005,ager27,77,2,byte,Age Recode 27
death,2005,ager12,79,2,byte,Age Recode 12
death,2005,ager22,81,2,byte,Infant Age Recode 22
death,2005,placdth,83,1,byte,Place of Death and Decedent's Status
death,2005,marstat,84,1,str1,Marital Status
death,2005,weekday,85,1,byte,Day of Week of Death
death,2005,year,102,4,int,Current Data Year
death,2005,injwork,106,1,str1,Injury at Work
death,2005,mandeath,107,1,byte,Manner of death
death,2005,methdisp,108,1,str1,Method of disposition
death,2005,autopsy,109,1,str1,Autopsy
death,2005,activity,144,1,byte,Activity code
death,2005,injury,145,1,byte,Place of Injury for Causes W00-Y34 except Y06.- and Y07.-
death,2005,ucod,146,4,str4,ICD Code (10th Revision)
death,2005,ucr358,150,3,int,358 Cause Recode
death,2005,ucr113,154,3,int,113 Cause Recode
death,2005,ucr130,157,3,int,130 Cause Recode
death,2005,ucr39,160,2,byte,39 Cause Recode
death,2005,eanum,163,2,byte,Number of Entity-Axis Conditions
death,2005,econdp_1,165,1,byte,Part/line number on certificate
death,2005,econds_1,166,1,byte,Sequence of condition within part/line
death,2005,enicon_1,167,4,str4,Condition code
death,2005,econdp_2,172,1,byte,Part/line number on certificate
death,2005,econds_2,173,1,byte,Sequence of condition within part/line
death,2005,enicon_2,174,4,str4,Condition code
death,2005,econdp_3,179,1,byte,Part/line number on certificate
death,2005,econds_3,180,1,byte,Sequence of condition within part/line
death,2005,enicon_3,181,4,str4,Condition code
death,2005,econdp_4,186,1,byte,Part/line number on certificate
death,2005,econds_4,187,1,byte,Sequence of condition within part/line
death,2005,enicon_4,188,4,str4,Condition code
death,2005,econdp_5,193,1,byte,Part/line number on certificate
death,2005,econds_5,194,1,byte,Sequence of condition within part/line
death,2005,enicon_5,195,4,str4,Condition code
death,2005,econdp_6,200,1,byte,Part/line number on certificate
death,2005,econds_6,201,1,byte,Sequence of condition within part/line
death,2005,enicon_6,202,4,str4,Condition code
death,2005,econdp_7,207,1,byte,Part/line number on certificate
death,2005,econds_7,208,1,byte,Sequence of condition within part/line
death,2005,enicon_7,209,4,str4,Condition code
death,2005,econdp_8,214,1,byte,Part/line number on certificate
death,2005,econds_8,215,1,byte,Sequence of condition within part/line
death,2005,enicon_8,216,4,str4,Condition code
death,2005,econdp_9,221,1,byte,Part/line number on certificate
death,2005,econds_9,222,1,byte,Sequence of condition within part/line
death,2005,enicon_9,223,4,str4,Condition code
death,2005,econdp_10,228,1,byte,Part/line number on certificate
death,2005,econds_10,229,1,byte,Sequence of condition within part/line
death,2005,enicon_10,230,4,str4,Condition code
death,2005,econdp_11,235,1,byte,Part/line number on certificate
death,2005,econds_11,236,1,byte,Sequence of condition within part/line
death,2005,enicon_11,237,4,str4,Condition code
death,2005,econdp_12,242,1,byte,Part/line number on certificate
death,2005,econds_12,243,1,byte,Sequence of condition within part/line
death,2005,enicon_12,244,4,str4,Condition code
death,2005,econdp_13,249,1,byte,Part/line number on certificate
death,2005,econds_13,250,1,byte,Sequence of condition within part/line
death,2005,enicon_13,251,4,str4,Condition code
death,2005,econdp_14,256,1,byte,Part/line number on certificate
death,2005,econds_14,257,1,byte,Sequence of condition within part/line
death,2005,enicon_14,258,4,str4,Condition code
death,2005,econdp_15,263,1,byte,Part/line number on certificate
death,2005,econds_15,264,1,byte,Sequence of condition within part/line
death,2005,enicon_15,265,4,str4,Condition code
death,2005,econdp_16,270,1,byte,Part/line number on certificate
death,2005,econds_16,271,1,byte,Sequence of condition within part/line
death,2005,enicon_16,272,4,str4,Condition code
death,2005,econdp_17,277,1,byte,Part/line number on certificate
death,2005,econds_17,278,1,byte,Sequence of condition within part/line
death,2005,enicon_17,279,4,str4,Condition code
death,2005,econdp_18,284,1,byte,Part/line number on certificate
death,2005,econds_18,285,1,byte,Sequence of condition within part/line
death,2005,enicon_18,286,4,str4,Condition code
death,2005,econdp_19,291,1,byte,Part/line number on certificate
death,2005,econds_19,292,1,byte,Sequence of condition within part/line
death,2005,enicon_19,293,4,str4,Condition code
death,2005,econdp_20,298,1,byte,Part/line number on certificate
death,2005,econds_20,299,1,byte,Sequence of condition within part/line
death,2005,enicon_20,300,4,str4,Condition code
death,2005,ranum,341,2,byte,Number of Record-Axis Conditions
death,2005,record_1,344,4,str4,Condition
death,2005,record_2,349,4,str4,Condition
death,2005,record_3,354,4,str4,Condition
death,2005,record_4,359,4,str4,Condition
death,2005,record_5,364,4,str4,Condition
death,2005,record_6,369,4,str4,Condition
death,2005,record_7,374,4,str4,Condition
death,2005,record_8,379,4,str4,Condition
death,2005,record_9,384,4,str4,Condition
death,2005,record_10,389,4,str4,Condition
death,2005,record_11,394,4,str4,Condition
death,2005,record_12,399,4,str4,Condition
death,2005,record_13,404,4,str4,Condition
death,2005,record_14,409,4,str4,Condition
death,2005,record_15,414,4,str4,Condition
death,2005,record_16,419,4,str4,Condition
death,2005,record_17,424,4,str4,Condition
death,2005,record_18,429,4,str4,Condition
death,2005,record_19,434,4,str4,Condition
death,2005,record_20,439,4,str4,Condition
death,2005,race,445,2,byte,Detail Race
death,2005,brace,447,1,byte,Bridged Race
death,2005,raceimp,448,1,byte,Race Imputation Flag
death,2005,racer3,449,1,byte,Race Recode 3
death,2005,racer5,450,1,byte,Race Recode 5
death,2005,hispanic,484,3,int,Hispanic Origin
death,2005,hspanicr,488,1,byte,Hispanic Origin/Race Recode
death,2006,restatus,20,1,byte,Resident Status
death,2006,educ1989,61,2,byte,Education (1989 revision)
death,2006,educ2003,63,1,byte,Education (2003 revision)
death,2006,educflag,64,1,byte,Education reporting flag
death,2006,monthdth,65,2,byte,Month of Death
death,2006,sex,69,1,str1,Sex
death,2006,age,70,4,int,Detail Age
death,2006,ageflag,74,1,byte,Age Substitution Flag
death,2006,ager52,75,2,byte,Age Recode 52
death,2006,ager27,77,2,byte,Age Recode 27
death,2006,ager12,79,2,byte,Age Recode 12
death,2006,ager22,81,2,byte,Infant Age Recode 22
death,2006,placdth,83,1,byte,Place of Death and Decedent's Status
death,2006,marstat,84,1,str1,Marital Status
death,2006,weekday,85,1,byte,Day of Week of Death
death,2006,year,102,4,int,Current Data Year
death,2006,injwork,106,1,str1,Injury at Work
death,2006,mandeath,107,1,byte,Manner of death
death,2006,methdisp,108,1,str1,Method of disposition
death,2006,autopsy,109,1,str1,Autopsy
death,2006,activity,144,1,byte,Activity code
death,2006,injury,145,1,byte,Place of Injury for Causes W00-Y34 except Y06.- and Y07.-
death,2006,ucod,146,4,str4,ICD Code (10th Revision)
death,2006,ucr358,150,3,int,358 Cause Recode
death,2006,ucr113,154,3,int,113 Cause Recode
death,2006,ucr130,157,3,int,130 Cause Recode
death,2006,ucr39,160,2,byte,39 Cause Recode
death,2006,eanum,163,2,byte,Number of Entity-Axis Conditions
death,2006,econdp_1,165,1,byte,Part/line number on certificate
death,2006,econds_1,166,1,byte,Sequence of condition within part/line
death,2006,enicon_1,167,4,str4,Condition code
death,2006,econdp_2,172,1,byte,Part/line number on certificate
death,2006,econds_2,173,1,byte,Sequence of condition within part/line
death,2006,enicon_2,174,4,str4,Condition code
death,2006,econdp_3,179,1,byte,Part/line number on certificate
death,2006,econds_3,180,1,byte,Sequence of condition within part/line
death,2006,enicon_3,181,4,str4,Condition code
death,2006,econdp_4,186,1,byte,Part/line number on certificate
death,2006,econds_4,187,1,byte,Sequence of condition within part/line
death,2006,enicon_4,188,4,str4,Condition code
death,2006,econdp_5,193,1,byte,Part/line number on certificate
death,2006,econds_5,194,1,byte,Sequence of condition within part/line
death,2006,enicon_5,195,4,str4,Condition code
death,2006,econdp_6,200,1,byte,Part/line number on certificate
death,2006,econds_6,201,1,byte,Sequence of condition within part/line
death,2006,enicon_6,202,4,str4,Condition code
death,2006,econdp_7,207,1,byte,Part/line number on certificate
death,2006,econds_7,208,1,byte,Sequence of condition within part/line
death,2006,enicon_7,209,4,str4,Condition code
death,2006,econdp_8,214,1,byte,Part/line number on certificate
death,2006,econds_8,215,1,byte,Sequence of condition within part/line
death,2006,enicon_8,216,4,str4,Condition code
death,2006,econdp_9,221,1,byte,Part/line number on certificate
death,2006,econds_9,222,1,byte,Sequence of condition within part/line
death,2006,enicon_9,223,4,str4,Condition code
death,2006,econdp_10,228,1,byte,Part/line number on certificate
death,2006,econds_10,229,1,byte,Sequence of condition within part/line
death,2006,enicon_10,230,4,str4,Condition code
death,2006,econdp_11,235,1,byte,Part/line number on certificate
death,2006,econds_11,236,1,byte,Sequence of condition within part/line
death,2006,enicon_11,237,4,str4,Condition code
death,2006,econdp_12,242,1,byte,Part/line number on certificate
death,2006,econds_12,243,1,byte,Sequence of condition within part/line
death,2006,enicon_12,244,4,str4,Condition code
death,2006,econdp_13,249,1,byte,Part/line number on certificate
death,2006,econds_13,250,1,byte,Sequence of condition within part/line
death,2006,enicon_13,251,4,str4,Condition code
death,2006,econdp_14,256,1,byte,Part/line number on certificate
death,2006,econds_14,257,1,byte,Sequence of condition within part/line
death,2006,enicon_14,258,4,str4,Condition code
death,2006,econdp_15,263,1,byte,Part/line number on certificate
death,2006,econds_15,264,1,byte,Sequence of condition within part/line
death,2006,enicon_15,265,4,str4,Condition code
death,2006,econdp_16,270,1,byte,Part/line number on certificate
death,2006,econds_16,271,1,byte,Sequence of condition within part/line
death,2006,enicon_16,272,4,str4,Condition code
death,2006,econdp_17,277,1,byte,Part/line number on certificate
death,2006,econds_17,278,1,byte,Sequence of condition within part/line
death,2006,enicon_17,279,4,str4,Condition code
death,2006,econdp_18,284,1,byte,Part/line number on certificate
death,2006,econds_18,285,1,byte,Sequence of condition within part/line
death,2006,enicon_18,286,4,str4,Condition code
death,2006,econdp_19,291,1,byte,Part/line number on certificate
death,2006,econds_19,292,1,byte,Sequence of condition within part/line
death,2006,enicon_19,293,4,str4,Condition code
death,2006,econdp_20,298,1,byte,Part/line number on certificate
death,2006,econds_20,299,1,byte,Sequence of condition within part/line
death,2006,enicon_20,300,4,str4,Condition code
death,2006,ranum,341,2,byte,Number of Record-Axis Conditions
death,2006,record_1,344,4,str4,Condition
death,2006,record_2,349,4,str4,Condition
death,2006,record_3,354,4,str4,Condition
death,2006,record_4,359,4,str4,Condition
death,2006,record_5,364,4,str4,Condition
death,2006,record_6,369,4,str4,Condition
death,2006,record_7,374,4,str4,Condition
death,2006,record_8,379,4,str4,Condition
death,2006,record_9,384,4,str4,Condition
death,2006,record_10,389,4,str4,Condition
death,2006,record_11,394,4,str4,Condition
death,2006,record_12,399,4,str4,Condition
death,2006,record_13,404,4,str4,Condition
death,2006,record_14,409,4,str4,Condition
death,2006,record_15,414,4,str4,Condition
death,2006,record_16,419,4,str4,Condition
death,2006,record_17,424,4,str4,Condition
death,2006,record_18,429,4,str4,Condition
death,2006,record_19,434,4,str4,Condition
death,2006,record_20,439,4,str4,Condition
death,2006,race,445,2,byte,Detail Race
death,2006,brace,447,1,byte,Bridged Race
death,2006,raceimp,448,1,byte,Race Imputation Flag
death,2006,racer3,449,1,byte,Race Recode 3
death,2006,racer5,450,1,byte,Race Recode 5
death,2006,hispanic,484,3,int,Hispanic Origin
death,2006,hspanicr,488,1,byte,Hispanic Origin/Race Recode
death,2007,restatus,20,1,byte,Resident Status
death,2007,educ1989,61,2,byte,Education (1989 revision)
death,2007,educ2003,63,1,byte,Education (2003 revision)
death,2007,educflag,64,1,byte,Education reporting flag
death,2007,monthdth,65,2,byte,Month of Death
death,2007,sex,69,1,str1,Sex
death,2007,age,70,4,int,Detail Age
death,2007,ageflag,74,1,byte,Age Substitution Flag
death,2007,ager52,75,2,byte,Age Recode 52
death,2007,ager27,77,2,byte,Age Recode 27
death,2007,ager12,79,2,byte,Age Recode 12
death,2007,ager22,81,2,byte,Infant Age Recode 22
death,2007,placdth,83,1,byte,Place of Death and Decedent's Status
death,2007,marstat,84,1,str1,Marital Status
death,2007,weekday,85,1,byte,Day of Week of Death
death,2007,year,102,4,int,Current Data Year
death,2007,injwork,106,1,str1,Injury at Work
death,2007,mandeath,107,1,byte,Manner of death
death,2007,methdisp,108,1,str1,Method of disposition
death,2007,autopsy,109,1,str1,Autopsy
death,2007,activity,144,1,byte,Activity code
death,2007,injury,145,1,byte,Place of Injury for Causes W00-Y34 except Y06.- and Y07.-
death,2007,ucod,146,4,str4,ICD Code (10th Revision)
death,2007,ucr358,150,3,int,358 Cause Recode
death,2007,ucr113,154,3,int,113 Cause Recode
death,2007,ucr130,157,3,int,130 Cause Recode
death,2007,ucr39,160,2,byte,39 Cause Recode
death,2007,eanum,163,2,byte,Number of Entity-Axis Conditions
death,2007,econdp_1,165,1,byte,Part/line number on certificate 1
death,2007,econds_1,166,1,byte,Sequence of condition within part/line 1
death,2007,enicon_1,167,4,str4,Condition code 1
death,2007,econdp_2,172,1,byte,Part/line number on certificate 2
death,2007,econds_2,173,1,byte,Sequence of condition within part/line 2
death,2007,enicon_2,174,4,str4,Condition code 2
death,2007,econdp_3,179,1,byte,Part/line number on certificate 3
death,2007,econds_3,180,1,byte,Sequence of condition within part/line 3
death,2007,enicon_3,181,4,str4,Condition code 3
death,2007,econdp_4,186,1,byte,Part/line number on certificate 4
death,2007,econds_4,187,1,byte,Sequence of condition within part/line 4
death,2007,enicon_4,188,4,str4,Condition code 4
death,2007,econdp_5,193,1,byte,Part/line number on certificate 5
death,2007,econds_5,194,1,byte,Sequence of condition within part/line 5
death,2007,enicon_5,195,4,str4,Condition code 5
death,2007,econdp_6,200,1,byte,Part/line number on certificate 6
death,2007,econds_6,201,1,byte,Sequence of condition within part/line 6
death,2007,enicon_6,202,4,str4,Condition code 6
death,2007,econdp_7,207,1,byte,Part/line number on certificate 7
death,2007,econds_7,208,1,byte,Sequence of condition within part/line 7
death,2007,enicon_7,209,4,str4,Condition code 7
death,2007,econdp_8,214,1,byte,Part/line number on certificate 8
death,2007,econds_8,215,1,byte,Sequence of condition within part/line 8
death,2007,enicon_8,216,4,str4,Condition code 8
death,2007,econdp_9,221,1,byte,Part/line number on certificate 9
death,2007,econds_9,222,1,byte,Sequence of condition within part/line 9
death,2007,enicon_9,223,4,str4,Condition code 9
death,2007,econdp_10,228,1,byte,Part/line number on certificate 10
death,2007,econds_10,229,1,byte,Sequence of condition within part/line 10
death,2007,enicon_10,230,4,str4,Condition code 10
death,2007,econdp_11,235,1,byte,Part/line number on certificate 11
death,2007,econds_11,236,1,byte,Sequence of condition within part/line 11
death,2007,enicon_11,237,4,str4,Condition code 11
death,2007,econdp_12,242,1,byte,Part/line number on certificate 12
death,2007,econds_12,243,1,byte,Sequence of condition within part/line 12
death,2007,enicon_12,244,4,str4,Condition code 12
death,2007,econdp_13,249,1,byte,Part/line number on certificate 13
death,2007,econds_13,250,1,byte,Sequence of condition within part/line 13
death,2007,enicon_13,251,4,str4,Condition code 13
death,2007,econdp_14,256,1,byte,Part/line number on certificate 14
death,2007,econds_14,257,1,byte,Sequence of condition within part/line 14
death,2007,enicon_14,258,4,str4,Condition code 14
death,2007,econdp_15,263,1,byte,Part/line number on certificate 15
death,2007,econds_15,264,1,byte,Sequence of condition within part/line 15
death,2007,enicon_15,265,4,str4,Condition code 15
death,2007,econdp_16,270,1,byte,Part/line number on certificate 16
death,2007,econds_16,271,1,byte,Sequence of condition within part/line 16
death,2007,enicon_16,272,4,str4,Condition code 16
death,2007,econdp_17,277,1,byte,Part/line number on certificate 17
death,2007,econds_17,278,1,byte,Sequence of condition within part/line 17
death,2007,enicon_17,279,4,str4,Condition code 17
death,2007,econdp_18,284,1,byte,Part/line number on certificate 18
death,2007,econds_18,285,1,byte,Sequence of condition within part/line 18
death,2007,enicon_18,286,4,str4,Condition code 18
death,2007,econdp_19,291,1,byte,Part/line number on certificate 19
death,2007,econds_19,292,1,byte,Sequence of condition within part/line 19
death,2007,enicon_19,293,4,str4,Condition code 19
death,2007,econdp_20,298,1,byte,Part/line number on certificate 20
death,2007,econds_20,299,1,byte,Sequence of condition within part/line 20
death,2007,enicon_20,300,4,str4,Condition code 20
death,2007,ranum,341,2,byte,Number of Record-Axis Conditions
death,2007,record_1,344,4,str4,Condition 1
death,2007,record_2,349,4,str4,Condition 2
death,2007,record_3,354,4,str4,Condition 3
death,2007,record_4,359,4,str4,Condition 4
death,2007,record_5,364,4,str4,Condition 5
death,2007,record_6,369,4,str4,Condition 6
death,2007,record_7,374,4,str4,Condition 7
death,2007,record_8,379,4,str4,Condition 8
death,2007,record_9,384,4,str4,Condition 9
death,2007,record_10,389,4,str4,Condition 10
death,2007,record_11,394,4,str4,Condition 11
death,2007,record_12,399,4,str4,Condition 12
death,2007,record_13,404,4,str4,Condition 13
death,2007,record_14,409,4,str4,Condition 14
death,2007,record_15,414,4,str4,Condition 15
death,2007,record_16,419,4,str4,Condition 16
death,2007,record_17,424,4,str4,Condition 17
death,2007,record_18,429,4,str4,Condition 18
death,2007,record_19,434,4,str4,Condition 19
death,2007,record_20,439,4,str4,Condition 20
death,2007,race,445,2,byte,Detail Race
death,2007,brace,447,1,byte,Bridged Race Flag
death,2007,raceimp,448,1,byte,Race Imputation Flag
death,2007,racer3,449,1,byte,Race Recode 3
death,2007,racer5,450,1,byte,Race Recode 5
death,2007,hispanic,484,3,int,Hispanic Origin
death,2007,hspanicr,488,1,byte,Hispanic Origin/Race Recode
death,2008,restatus,20,1,byte,Resident Status
death,2008,educ1989,61,2,byte,Education (1989 revision)
