product,year,column,bigquery_type,measurement_unit,source_variable,sentinels,note
birth,2010,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2011,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2012,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2013,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2014,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2015,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2016,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2017,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2018,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2019,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2020,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2021,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2022,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2023,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,2024,mother_education_code,STRING,,meduc,,2003 certificate revision: CATEGORIES. 2003-2024. NOT comparable to mother_education_years
birth,1968,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1970,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1971,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1972,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1973,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1974,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1975,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1976,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1977,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1978,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1979,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1980,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1981,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1982,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1983,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1984,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1985,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1986,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1987,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1988,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1989,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1990,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1991,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1992,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1993,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1994,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1995,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1996,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1997,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1998,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,1999,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2000,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2001,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2002,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2003,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2004,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2005,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2006,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2007,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2008,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2009,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2010,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2011,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2012,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2013,mother_race_code,STRING,,mrace,,"single/bridged detail race, 1968-2013"
birth,2014,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,2015,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,2016,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,2017,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,2018,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,2019,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,2020,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,2021,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,2022,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,2023,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,2024,mother_race_code,STRING,,,,"single/bridged detail race, 1968-2013"
birth,1968,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1970,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1971,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1972,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1973,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1974,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1975,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1976,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1977,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1978,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1979,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1980,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1981,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1982,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1983,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1984,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1985,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1986,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1987,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1988,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1989,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1990,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1991,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1992,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1993,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1994,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1995,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1996,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1997,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1998,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1999,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,2000,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,2001,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,2002,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,2003,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2004,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2005,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2006,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2007,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2008,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2009,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2010,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2011,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2012,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2013,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2014,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2015,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2016,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2017,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2018,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2019,mother_race_bridged_code,STRING,,mbrace,,2003-2019 bridged race
birth,2020,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,2021,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,2022,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,2023,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,2024,mother_race_bridged_code,STRING,,,,2003-2019 bridged race
birth,1968,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1970,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1971,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1972,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1973,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1974,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1975,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1976,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1977,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1978,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1979,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1980,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1981,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1982,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1983,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1984,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1985,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1986,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1987,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1988,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1989,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1990,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1991,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1992,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1993,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1994,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1995,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1996,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1997,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1998,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1999,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2000,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2001,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2002,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2003,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2004,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2005,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2006,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2007,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2008,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2009,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2010,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2011,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2012,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2013,mother_race_recode_6,STRING,,,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2014,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2015,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2016,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2017,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2018,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2019,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2020,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2021,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2022,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2023,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,2024,mother_race_recode_6,STRING,,mrace6,,2014+ OMB 1997 multi-race. NOT comparable to mother_race_code
birth,1968,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1970,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1971,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1972,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1973,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1974,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1975,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1976,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1977,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1978,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1979,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1980,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1981,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1982,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1983,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1984,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1985,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1986,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1987,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1988,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1989,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1990,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1991,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1992,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1993,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1994,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1995,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1996,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1997,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1998,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,1999,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2000,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2001,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2002,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2003,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2004,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2005,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2006,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2007,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2008,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2009,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2010,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2011,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2012,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2013,mother_race_recode_31,STRING,,,,2014+ multi-race detail
birth,2014,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,2015,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,2016,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,2017,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,2018,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,2019,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,2020,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,2021,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,2022,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,2023,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,2024,mother_race_recode_31,STRING,,mrace31,,2014+ multi-race detail
birth,1968,mother_hispanic_origin_code,STRING,,,,2003+
birth,1970,mother_hispanic_origin_code,STRING,,,,2003+
birth,1971,mother_hispanic_origin_code,STRING,,,,2003+
birth,1972,mother_hispanic_origin_code,STRING,,,,2003+
birth,1973,mother_hispanic_origin_code,STRING,,,,2003+
birth,1974,mother_hispanic_origin_code,STRING,,,,2003+
birth,1975,mother_hispanic_origin_code,STRING,,,,2003+
birth,1976,mother_hispanic_origin_code,STRING,,,,2003+
birth,1977,mother_hispanic_origin_code,STRING,,,,2003+
birth,1978,mother_hispanic_origin_code,STRING,,,,2003+
birth,1979,mother_hispanic_origin_code,STRING,,,,2003+
birth,1980,mother_hispanic_origin_code,STRING,,,,2003+
birth,1981,mother_hispanic_origin_code,STRING,,,,2003+
birth,1982,mother_hispanic_origin_code,STRING,,,,2003+
birth,1983,mother_hispanic_origin_code,STRING,,,,2003+
birth,1984,mother_hispanic_origin_code,STRING,,,,2003+
birth,1985,mother_hispanic_origin_code,STRING,,,,2003+
birth,1986,mother_hispanic_origin_code,STRING,,,,2003+
birth,1987,mother_hispanic_origin_code,STRING,,,,2003+
birth,1988,mother_hispanic_origin_code,STRING,,,,2003+
birth,1989,mother_hispanic_origin_code,STRING,,,,2003+
birth,1990,mother_hispanic_origin_code,STRING,,,,2003+
birth,1991,mother_hispanic_origin_code,STRING,,,,2003+
birth,1992,mother_hispanic_origin_code,STRING,,,,2003+
birth,1993,mother_hispanic_origin_code,STRING,,,,2003+
birth,1994,mother_hispanic_origin_code,STRING,,,,2003+
birth,1995,mother_hispanic_origin_code,STRING,,,,2003+
birth,1996,mother_hispanic_origin_code,STRING,,,,2003+
birth,1997,mother_hispanic_origin_code,STRING,,,,2003+
birth,1998,mother_hispanic_origin_code,STRING,,,,2003+
birth,1999,mother_hispanic_origin_code,STRING,,,,2003+
birth,2000,mother_hispanic_origin_code,STRING,,,,2003+
birth,2001,mother_hispanic_origin_code,STRING,,,,2003+
birth,2002,mother_hispanic_origin_code,STRING,,,,2003+
birth,2003,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2004,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2005,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2006,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2007,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2008,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2009,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2010,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2011,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2012,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2013,mother_hispanic_origin_code,STRING,,umhisp,,2003+
birth,2014,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,2015,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,2016,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,2017,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,2018,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,2019,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,2020,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,2021,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,2022,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,2023,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,2024,mother_hispanic_origin_code,STRING,,mhisp_r,,2003+
birth,1968,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1970,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1971,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1972,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1973,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1974,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1975,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1976,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1977,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1978,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1979,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1980,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1981,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1982,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1983,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1984,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1985,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1986,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1987,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1988,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1989,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1990,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1991,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1992,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1993,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1994,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1995,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1996,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1997,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1998,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,1999,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,2000,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,2001,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,2002,mother_race_hispanic_code,STRING,,,,"combined race/Hispanic recode, 2003-2024"
birth,2003,mother_race_hispanic_code,STRING,,mracehisp,,"combined race/Hispanic recode, 2003-2024"
birth,2004,mother_race_hispanic_code,STRING,,mracehisp,,"combined race/Hispanic recode, 2003-2024"
birth,2005,mother_race_hispanic_code,STRING,,mracehisp,,"combined race/Hispanic recode, 2003-2024"
birth,2006,mother_race_hispanic_code,STRING,,mracehisp,,"combined race/Hispanic recode, 2003-2024"
birth,2007,mother_race_hispanic_code,STRING,,mracehisp,,"combined race/Hispanic recode, 2003-2024"
birth,2008,mother_race_hispanic_code,STRING,,mracehisp,,"combined race/Hispanic recode, 2003-2024"
birth,2009,mother_race_hispanic_code,STRING,,mracehisp,,"combined race/Hispanic recode, 2003-2024"
birth,2010,mother_race_hispanic_code,STRING,,mracehisp,,"combined race/Hispanic recode, 2003-2024"
