name,bigquery_type,description,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name
type_of_set_aside,STRING,Descrição de tipo de reserva de mercado (set-aside) aplicada,Description of type of set-aside applied,Descripción de tipo de reserva de mercado (set-aside) aplicada,,no,,,no,,type_of_set_aside
evaluated_preference_code,STRING,Código de preferência avaliada na comparação de propostas,Code for preference evaluated when comparing offers,Código de preferencia evaluada en la comparación de propuestas,,yes,,,no,,evaluated_preference_code
evaluated_preference,STRING,Descrição de preferência avaliada na comparação de propostas,Description of preference evaluated when comparing offers,Descripción de preferencia evaluada en la comparación de propuestas,,no,,,no,,evaluated_preference
research_code,STRING,Código de enquadramento da ação em programa de pesquisa para pequenas empresas,Code for classification of the action under a small business research program,Código de clasificación de la acción en un programa de investigación para pequeñas empresas,,yes,,,no,,research_code
research,STRING,Descrição de enquadramento da ação em programa de pesquisa para pequenas empresas,Description of classification of the action under a small business research program,Descripción de clasificación de la acción en un programa de investigación para pequeñas empresas,,no,,,no,,research
fair_opportunity_limited_sources_code,STRING,Código de justificativa para limitar fontes sob a regra de oportunidade justa,Code for justification for limiting sources under the fair opportunity rule,Código de justificación para limitar fuentes bajo la regla de oportunidad justa,,yes,,,no,,fair_opportunity_limited_sources_code
fair_opportunity_limited_sources,STRING,Descrição de justificativa para limitar fontes sob a regra de oportunidade justa,Description of justification for limiting sources under the fair opportunity rule,Descripción de justificación para limitar fuentes bajo la regla de oportunidad justa,,no,,,no,,fair_opportunity_limited_sources
other_than_full_and_open_competition_code,STRING,Código de fundamento legal para dispensa de competição ampla e aberta,Code for statutory authority for other than full and open competition,Código de fundamento legal para prescindir de competencia amplia y abierta,,yes,,,no,,other_than_full_and_open_competition_code
other_than_full_and_open_competition,STRING,Descrição de fundamento legal para dispensa de competição ampla e aberta,Description of statutory authority for other than full and open competition,Descripción de fundamento legal para prescindir de competencia amplia y abierta,,no,,,no,,other_than_full_and_open_competition
number_of_offers_received,INT64,Número de propostas recebidas na licitação,Number of offers received in the solicitation,Número de propuestas recibidas en la licitación,,no,,offer,no,,number_of_offers_received
commercial_item_acquisition_procedures_code,STRING,Código de procedimento de aquisição de item comercial aplicado,Code for commercial item acquisition procedure applied,Código de procedimiento de adquisición de artículo comercial aplicado,,yes,,,no,,commercial_item_acquisition_procedures_code
commercial_item_acquisition_procedures,STRING,Descrição de procedimento de aquisição de item comercial aplicado,Description of commercial item acquisition procedure applied,Descripción de procedimiento de adquisición de artículo comercial aplicado,,no,,,no,,commercial_item_acquisition_procedures
small_business_competitiveness_demonstration_program,STRING,Indica se a contratação integra o programa de demonstração de competitividade de pequenas empresas,Indicates whether the award is part of the Small Business Competitiveness Demonstration Program,Indica si la contratación forma parte del programa de demostración de competitividad de pequeñas empresas,,yes,,,no,,small_business_competitiveness_demonstration_program
simplified_procedures_for_certain_commercial_items_code,STRING,Código de uso de procedimentos simplificados para certos itens comerciais,Code for use of simplified procedures for certain commercial items,Código de uso de procedimientos simplificados para ciertos artículos comerciales,,yes,,,no,,simplified_procedures_for_certain_commercial_items_code
simplified_procedures_for_certain_commercial_items,STRING,Descrição de uso de procedimentos simplificados para certos itens comerciais,Description of use of simplified procedures for certain commercial items,Descripción de uso de procedimientos simplificados para ciertos artículos comerciales,,no,,,no,,simplified_procedures_for_certain_commercial_items
a76_fair_act_action_code,STRING,Código de vínculo da ação a estudo de terceirização A-76 (FAIR Act),Code for link between the action and an A-76 (FAIR Act) competition,Código de vínculo de la acción con un estudio de tercerización A-76 (FAIR Act),,yes,,,no,,a76_fair_act_action_code
a76_fair_act_action,STRING,Descrição de vínculo da ação a estudo de terceirização A-76 (FAIR Act),Description of link between the action and an A-76 (FAIR Act) competition,Descripción de vínculo de la acción con un estudio de tercerización A-76 (FAIR Act),,no,,,no,,a76_fair_act_action
fed_biz_opps_code,STRING,Código de publicação da oportunidade no FedBizOpps,Code for publication of the opportunity on FedBizOpps,Código de publicación de la oportunidad en FedBizOpps,,yes,,,no,,fed_biz_opps_code
fed_biz_opps,STRING,Descrição de publicação da oportunidade no FedBizOpps,Description of publication of the opportunity on FedBizOpps,Descripción de publicación de la oportunidad en FedBizOpps,,no,,,no,,fed_biz_opps
local_area_set_aside_code,STRING,Código de reserva de mercado para empresas da área atingida por desastre,Code for set-aside for firms in a disaster-affected local area,Código de reserva de mercado para empresas del área afectada por un desastre,,yes,,,no,,local_area_set_aside_code
local_area_set_aside,STRING,Descrição de reserva de mercado para empresas da área atingida por desastre,Description of set-aside for firms in a disaster-affected local area,Descripción de reserva de mercado para empresas del área afectada por un desastre,,no,,,no,,local_area_set_aside
price_evaluation_adjustment_preference_percent_difference,FLOAT64,Percentual de ajuste de preço aplicado em favor de pequenas empresas desfavorecidas,Percentage price evaluation adjustment applied in favor of small disadvantaged businesses,Porcentaje de ajuste de precio aplicado en favor de pequeñas empresas desfavorecidas,,no,,percent,no,,price_evaluation_adjustment_preference_percent_difference
clinger_cohen_act_planning_code,STRING,Código de conformidade da aquisição de TI com o Clinger-Cohen Act,Code for compliance of the IT acquisition with the Clinger-Cohen Act,Código de conformidad de la adquisición de TI con la Clinger-Cohen Act,,yes,,,no,,clinger_cohen_act_planning_code
clinger_cohen_act_planning,STRING,Descrição de conformidade da aquisição de TI com o Clinger-Cohen Act,Description of compliance of the IT acquisition with the Clinger-Cohen Act,Descripción de conformidad de la adquisición de TI con la Clinger-Cohen Act,,no,,,no,,clinger_cohen_act_planning
materials_supplies_articles_equipment_code,STRING,Código de aplicação da cláusula Walsh-Healey de materiais e equipamentos,Code for applicability of the Walsh-Healey materials and equipment clause,Código de aplicación de la cláusula Walsh-Healey de materiales y equipos,,yes,,,no,,materials_supplies_articles_equipment_code
materials_supplies_articles_equipment,STRING,Descrição de aplicação da cláusula Walsh-Healey de materiais e equipamentos,Description of applicability of the Walsh-Healey materials and equipment clause,Descripción de aplicación de la cláusula Walsh-Healey de materiales y equipos,,no,,,no,,materials_supplies_articles_equipment
labor_standards_code,STRING,Código de aplicação das normas trabalhistas do Service Contract Act,Code for applicability of Service Contract Act labor standards,Código de aplicación de las normas laborales del Service Contract Act,,yes,,,no,,labor_standards_code
labor_standards,STRING,Descrição de aplicação das normas trabalhistas do Service Contract Act,Description of applicability of Service Contract Act labor standards,Descripción de aplicación de las normas laborales del Service Contract Act,,no,,,no,,labor_standards
construction_wage_rate_requirements_code,STRING,Código de aplicação dos pisos salariais de construção do Davis-Bacon Act,Code for applicability of Davis-Bacon Act construction wage rates,Código de aplicación de los salarios mínimos de construcción del Davis-Bacon Act,,yes,,,no,,construction_wage_rate_requirements_code
construction_wage_rate_requirements,STRING,Descrição de aplicação dos pisos salariais de construção do Davis-Bacon Act,Description of applicability of Davis-Bacon Act construction wage rates,Descripción de aplicación de los salarios mínimos de construcción del Davis-Bacon Act,,no,,,no,,construction_wage_rate_requirements
interagency_contracting_authority_code,STRING,Código de fundamento legal da contratação interagências,Code for statutory authority for interagency contracting,Código de fundamento legal de la contratación interagencial,,yes,,,no,,interagency_contracting_authority_code
interagency_contracting_authority,STRING,Descrição de fundamento legal da contratação interagências,Description of statutory authority for interagency contracting,Descripción de fundamento legal de la contratación interagencial,,no,,,no,,interagency_contracting_authority
other_statutory_authority,STRING,Descrição de outra autoridade estatutária que fundamenta a contratação,Description of other statutory authority supporting the award,Descripción de otra autoridad estatutaria que fundamenta la contratación,,no,,,no,,other_statutory_authority
program_acronym,STRING,Sigla do programa ao qual a contratação se vincula,Acronym of the program the award belongs to,Sigla del programa al que se vincula la contratación,,no,,,no,,program_acronym
parent_award_type_code,STRING,Código de tipo do contrato-mãe (IDV) ao qual a ação se vincula,Code for type of the parent award (IDV) the action belongs to,Código de tipo del contrato matriz (IDV) al que se vincula la acción,,yes,,,no,,parent_award_type_code
parent_award_type,STRING,Descrição de tipo do contrato-mãe (IDV) ao qual a ação se vincula,Description of type of the parent award (IDV) the action belongs to,Descripción de tipo del contrato matriz (IDV) al que se vincula la acción,,no,,,no,,parent_award_type
parent_award_single_or_multiple_code,STRING,Código de indicação de contratado único ou múltiplo no contrato-mãe,Code for whether the parent award has a single or multiple awardees,Código de indicación de contratista único o múltiple en el contrato matriz,,yes,,,no,,parent_award_single_or_multiple_code
parent_award_single_or_multiple,STRING,Descrição de indicação de contratado único ou múltiplo no contrato-mãe,Description of whether the parent award has a single or multiple awardees,Descripción de indicación de contratista único o múltiple en el contrato matriz,,no,,,no,,parent_award_single_or_multiple
major_program,STRING,Nome do programa principal ao qual a contratação se vincula,Name of the major program the award belongs to,Nombre del programa principal al que se vincula la contratación,,no,,,no,,major_program
national_interest_action_code,STRING,Código de evento de interesse nacional associado à ação,Code for national interest event associated with the action,Código de evento de interés nacional asociado a la acción,,yes,,,no,,national_interest_action_code
national_interest_action,STRING,Descrição de evento de interesse nacional associado à ação,Description of national interest event associated with the action,Descripción de evento de interés nacional asociado a la acción,,no,,,no,,national_interest_action
cost_or_pricing_data_code,STRING,Código de obtenção de dados de custo ou preço do fornecedor,Code for whether cost or pricing data were obtained from the vendor,Código de obtención de datos de costo o precio del proveedor,,yes,,,no,,cost_or_pricing_data_code
cost_or_pricing_data,STRING,Descrição de obtenção de dados de custo ou preço do fornecedor,Description of whether cost or pricing data were obtained from the vendor,Descripción de obtención de datos de costo o precio del proveedor,,no,,,no,,cost_or_pricing_data
cost_accounting_standards_clause_code,STRING,Código de inclusão da cláusula de normas de contabilidade de custos (CAS),Code for inclusion of the Cost Accounting Standards (CAS) clause,Código de inclusión de la cláusula de normas de contabilidad de costos (CAS),,yes,,,no,,cost_accounting_standards_clause_code
cost_accounting_standards_clause,STRING,Descrição de inclusão da cláusula de normas de contabilidade de custos (CAS),Description of inclusion of the Cost Accounting Standards (CAS) clause,Descripción de inclusión de la cláusula de normas de contabilidad de costos (CAS),,no,,,no,,cost_accounting_standards_clause
government_furnished_property_code,STRING,Código de uso de bens ou equipamentos fornecidos pelo governo,Code for use of government furnished property or equipment,Código de uso de bienes o equipos suministrados por el gobierno,,yes,,,no,,government_furnished_property_code
government_furnished_property,STRING,Descrição de uso de bens ou equipamentos fornecidos pelo governo,Description of use of government furnished property or equipment,Descripción de uso de bienes o equipos suministrados por el gobierno,,no,,,no,,government_furnished_property
sea_transportation_code,STRING,Código de previsão de transporte marítimo na execução do contrato,Code for whether the contract involves sea transportation,Código de previsión de transporte marítimo en la ejecución del contrato,,yes,,,no,,sea_transportation_code
sea_transportation,STRING,Descrição de previsão de transporte marítimo na execução do contrato,Description of whether the contract involves sea transportation,Descripción de previsión de transporte marítimo en la ejecución del contrato,,no,,,no,,sea_transportation
undefinitized_action_code,STRING,Código de situação da ação quanto à definição de termos e preço,Code for status of the action with respect to definitized terms and price,Código de situación de la acción respecto a la definición de términos y precio,,yes,,,no,,undefinitized_action_code
undefinitized_action,STRING,Descrição de situação da ação quanto à definição de termos e preço,Description of status of the action with respect to definitized terms and price,Descripción de situación de la acción respecto a la definición de términos y precio,,no,,,no,,undefinitized_action
consolidated_contract_code,STRING,Código de consolidação de requisitos anteriormente contratados em separado,Code for consolidation of requirements previously awarded separately,Código de consolidación de requisitos anteriormente contratados por separado,,yes,,,no,,consolidated_contract_code
consolidated_contract,STRING,Descrição de consolidação de requisitos anteriormente contratados em separado,Description of consolidation of requirements previously awarded separately,Descripción de consolidación de requisitos anteriormente contratados por separado,,no,,,no,,consolidated_contract
performance_based_service_acquisition_code,STRING,Código de uso de aquisição de serviços baseada em desempenho,Code for use of performance-based service acquisition,Código de uso de adquisición de servicios basada en desempeño,,yes,,,no,,performance_based_service_acquisition_code
performance_based_service_acquisition,STRING,Descrição de uso de aquisição de serviços baseada em desempenho,Description of use of performance-based service acquisition,Descripción de uso de adquisición de servicios basada en desempeño,,no,,,no,,performance_based_service_acquisition
multi_year_contract_code,STRING,Código de enquadramento como contrato plurianual,Code for whether the contract is a multi-year contract,Código de clasificación como contrato plurianual,,yes,,,no,,multi_year_contract_code
multi_year_contract,STRING,Descrição de enquadramento como contrato plurianual,Description of whether the contract is a multi-year contract,Descripción de clasificación como contrato plurianual,,no,,,no,,multi_year_contract
contract_financing_code,STRING,Código de modalidade de financiamento do contrato,Code for contract financing arrangement,Código de modalidad de financiamiento del contrato,,yes,,,no,,contract_financing_code
contract_financing,STRING,Descrição de modalidade de financiamento do contrato,Description of contract financing arrangement,Descripción de modalidad de financiamiento del contrato,,no,,,no,,contract_financing
purchase_card_as_payment_method_code,STRING,Código de uso do cartão de compras governamental como meio de pagamento,Code for use of the government purchase card as the payment method,Código de uso de la tarjeta de compras gubernamental como medio de pago,,yes,,,no,,purchase_card_as_payment_method_code
purchase_card_as_payment_method,STRING,Descrição de uso do cartão de compras governamental como meio de pagamento,Description of use of the government purchase card as the payment method,Descripción de uso de la tarjeta de compras gubernamental como medio de pago,,no,,,no,,purchase_card_as_payment_method
contingency_humanitarian_or_peacekeeping_operation_code,STRING,"Código de vínculo da ação a operação de contingência, humanitária ou de paz","Code for link between the action and a contingency, humanitarian or peacekeeping operation","Código de vínculo de la acción con una operación de contingencia, humanitaria o de paz",,yes,,,no,,contingency_humanitarian_or_peacekeeping_operation_code
contingency_humanitarian_or_peacekeeping_operation,STRING,"Descrição de vínculo da ação a operação de contingência, humanitária ou de paz","Description of link between the action and a contingency, humanitarian or peacekeeping operation","Descripción de vínculo de la acción con una operación de contingencia, humanitaria o de paz",,no,,,no,,contingency_humanitarian_or_peacekeeping_operation
alaskan_native_corporation_owned_firm,STRING,Indica se o beneficiário é uma empresa de propriedade de uma corporação nativa do Alasca,Indicates whether the recipient is a firm owned by an Alaskan Native Corporation,Indica si el beneficiario es una empresa propiedad de una corporación nativa de Alaska,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,alaskan_native_corporation_owned_firm
american_indian_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de indígenas norte-americanos,Indicates whether the recipient is an American Indian owned business,Indica si el beneficiario es una empresa propiedad de indígenas estadounidenses,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,american_indian_owned_business
indian_tribe_federally_recognized,STRING,Indica se o beneficiário é uma tribo indígena reconhecida pelo governo federal,Indicates whether the recipient is a federally recognized Indian tribe,Indica si el beneficiario es una tribu indígena reconocida por el gobierno federal,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,indian_tribe_federally_recognized
native_hawaiian_organization_owned_firm,STRING,Indica se o beneficiário é uma empresa de propriedade de organização nativa havaiana,Indicates whether the recipient is a firm owned by a Native Hawaiian organization,Indica si el beneficiario es una empresa propiedad de una organización nativa hawaiana,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,native_hawaiian_organization_owned_firm
tribally_owned_firm,STRING,Indica se o beneficiário é uma empresa de propriedade tribal,Indicates whether the recipient is a tribally owned firm,Indica si el beneficiario es una empresa de propiedad tribal,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,tribally_owned_firm
veteran_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de veterano de guerra,Indicates whether the recipient is a veteran owned business,Indica si el beneficiario es una empresa propiedad de un veterano de guerra,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,veteran_owned_business
service_disabled_veteran_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de veterano com deficiência decorrente do serviço militar,Indicates whether the recipient is a service-disabled veteran owned business,Indica si el beneficiario es una empresa propiedad de un veterano con discapacidad derivada del servicio militar,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,service_disabled_veteran_owned_business
woman_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de mulher,Indicates whether the recipient is a woman owned business,Indica si el beneficiario es una empresa propiedad de una mujer,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,woman_owned_business
women_owned_small_business,STRING,Indica se o beneficiário é uma pequena empresa de propriedade de mulheres,Indicates whether the recipient is a women owned small business,Indica si el beneficiario es una pequeña empresa propiedad de mujeres,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,women_owned_small_business
economically_disadvantaged_women_owned_small_business,STRING,Indica se o beneficiário é uma pequena empresa de propriedade de mulheres economicamente desfavorecidas,Indicates whether the recipient is an economically disadvantaged women owned small business,Indica si el beneficiario es una pequeña empresa propiedad de mujeres económicamente desfavorecidas,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,economically_disadvantaged_women_owned_small_business
joint_venture_women_owned_small_business,STRING,Indica se o beneficiário é uma joint venture de pequenas empresas de propriedade de mulheres,Indicates whether the recipient is a joint venture of women owned small businesses,Indica si el beneficiario es una empresa conjunta de pequeñas empresas propiedad de mujeres,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,joint_venture_women_owned_small_business
joint_venture_economic_disadvantaged_women_owned_small_bus,STRING,Indica se o beneficiário é uma joint venture de pequenas empresas de propriedade de mulheres economicamente desfavorecidas,Indicates whether the recipient is a joint venture of economically disadvantaged women owned small businesses,Indica si el beneficiario es una empresa conjunta de pequeñas empresas propiedad de mujeres económicamente desfavorecidas,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,joint_venture_economic_disadvantaged_women_owned_small_bus
minority_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de minoria,Indicates whether the recipient is a minority owned business,Indica si el beneficiario es una empresa propiedad de una minoría,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,minority_owned_business
subcontinent_asian_asian_indian_american_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de norte-americanos de origem sul-asiática,Indicates whether the recipient is a subcontinent Asian (Asian-Indian) American owned business,Indica si el beneficiario es una empresa propiedad de estadounidenses de origen surasiático,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,subcontinent_asian_asian_indian_american_owned_business
asian_pacific_american_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de norte-americanos de origem asiático-pacífica,Indicates whether the recipient is an Asian-Pacific American owned business,Indica si el beneficiario es una empresa propiedad de estadounidenses de origen asiático-pacífico,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,asian_pacific_american_owned_business
black_american_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de norte-americanos negros,Indicates whether the recipient is a Black American owned business,Indica si el beneficiario es una empresa propiedad de estadounidenses negros,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,black_american_owned_business
hispanic_american_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de norte-americanos hispânicos,Indicates whether the recipient is a Hispanic American owned business,Indica si el beneficiario es una empresa propiedad de estadounidenses hispanos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,hispanic_american_owned_business
native_american_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de norte-americanos nativos,Indicates whether the recipient is a Native American owned business,Indica si el beneficiario es una empresa propiedad de nativos estadounidenses,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,native_american_owned_business
other_minority_owned_business,STRING,Indica se o beneficiário é uma empresa de propriedade de outra minoria,Indicates whether the recipient is a business owned by another minority group,Indica si el beneficiario es una empresa propiedad de otra minoría,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,other_minority_owned_business
contracting_officers_determination_of_business_size,STRING,Descrição de porte da empresa conforme determinação do agente de contratação,Description of business size as determined by the contracting officer,Descripción de tamaño de la empresa según la determinación del agente de contratación,,no,,,no,,contracting_officers_determination_of_business_size
contracting_officers_determination_of_business_size_code,STRING,Código de porte da empresa conforme determinação do agente de contratação,Code for business size as determined by the contracting officer,Código de tamaño de la empresa según la determinación del agente de contratación,,yes,,,no,,contracting_officers_determination_of_business_size_code
emerging_small_business,STRING,Indica se o beneficiário é uma pequena empresa emergente,Indicates whether the recipient is an emerging small business,Indica si el beneficiario es una pequeña empresa emergente,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,emerging_small_business
community_developed_corporation_owned_firm,STRING,Indica se o beneficiário é uma empresa de propriedade de corporação de desenvolvimento comunitário,Indicates whether the recipient is a firm owned by a community development corporation,Indica si el beneficiario es una empresa propiedad de una corporación de desarrollo comunitario,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,community_developed_corporation_owned_firm
labor_surplus_area_firm,STRING,Indica se o beneficiário é uma empresa sediada em área de excedente de mão de obra,Indicates whether the recipient is a firm located in a labor surplus area,Indica si el beneficiario es una empresa ubicada en un área con excedente de mano de obra,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,labor_surplus_area_firm
us_federal_government,STRING,Indica se o beneficiário é um órgão do governo federal dos Estados Unidos,Indicates whether the recipient is a United States federal government entity,Indica si el beneficiario es una entidad del gobierno federal de los Estados Unidos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,us_federal_government
federally_funded_research_and_development_corp,STRING,Indica se o beneficiário é um centro de pesquisa e desenvolvimento financiado pelo governo federal,Indicates whether the recipient is a federally funded research and development center,Indica si el beneficiario es un centro de investigación y desarrollo financiado por el gobierno federal,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,federally_funded_research_and_development_corp
federal_agency,STRING,Indica se o beneficiário é uma agência federal,Indicates whether the recipient is a federal agency,Indica si el beneficiario es una agencia federal,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,federal_agency
us_state_government,STRING,Indica se o beneficiário é um governo estadual dos Estados Unidos,Indicates whether the recipient is a United States state government,Indica si el beneficiario es un gobierno estatal de los Estados Unidos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,us_state_government
us_local_government,STRING,Indica se o beneficiário é um governo local dos Estados Unidos,Indicates whether the recipient is a United States local government,Indica si el beneficiario es un gobierno local de los Estados Unidos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,us_local_government
city_local_government,STRING,Indica se o beneficiário é um governo municipal de cidade,Indicates whether the recipient is a city local government,Indica si el beneficiario es un gobierno local de ciudad,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,city_local_government
county_local_government,STRING,Indica se o beneficiário é um governo local de condado,Indicates whether the recipient is a county local government,Indica si el beneficiario es un gobierno local de condado,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,county_local_government
inter_municipal_local_government,STRING,Indica se o beneficiário é um governo local intermunicipal,Indicates whether the recipient is an inter-municipal local government,Indica si el beneficiario es un gobierno local intermunicipal,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,inter_municipal_local_government
local_government_owned,STRING,Indica se o beneficiário é uma entidade de propriedade de governo local,Indicates whether the recipient is an entity owned by a local government,Indica si el beneficiario es una entidad propiedad de un gobierno local,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,local_government_owned
municipality_local_government,STRING,Indica se o beneficiário é um governo local de município,Indicates whether the recipient is a municipality local government,Indica si el beneficiario es un gobierno local de municipio,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,municipality_local_government
school_district_local_government,STRING,Indica se o beneficiário é um governo local de distrito escolar,Indicates whether the recipient is a school district local government,Indica si el beneficiario es un gobierno local de distrito escolar,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,school_district_local_government
township_local_government,STRING,Indica se o beneficiário é um governo local de township,Indicates whether the recipient is a township local government,Indica si el beneficiario es un gobierno local de township,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,township_local_government
us_tribal_government,STRING,Indica se o beneficiário é um governo tribal dos Estados Unidos,Indicates whether the recipient is a United States tribal government,Indica si el beneficiario es un gobierno tribal de los Estados Unidos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,us_tribal_government
foreign_government,STRING,Indica se o beneficiário é um governo estrangeiro,Indicates whether the recipient is a foreign government,Indica si el beneficiario es un gobierno extranjero,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,foreign_government
organizational_type,STRING,Tipo de organização do beneficiário conforme registro no SAM,Organization type of the recipient as registered in SAM,Tipo de organización del beneficiario según su registro en SAM,,yes,,,no,,organizational_type
corporate_entity_not_tax_exempt,STRING,Indica se o beneficiário é uma pessoa jurídica não isenta de impostos,Indicates whether the recipient is a corporate entity that is not tax exempt,Indica si el beneficiario es una persona jurídica no exenta de impuestos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,corporate_entity_not_tax_exempt
corporate_entity_tax_exempt,STRING,Indica se o beneficiário é uma pessoa jurídica isenta de impostos,Indicates whether the recipient is a tax exempt corporate entity,Indica si el beneficiario es una persona jurídica exenta de impuestos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,corporate_entity_tax_exempt
partnership_or_limited_liability_partnership,STRING,Indica se o beneficiário é uma sociedade ou sociedade de responsabilidade limitada,Indicates whether the recipient is a partnership or limited liability partnership,Indica si el beneficiario es una sociedad o sociedad de responsabilidad limitada,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,partnership_or_limited_liability_partnership
sole_proprietorship,STRING,Indica se o beneficiário é uma empresa individual,Indicates whether the recipient is a sole proprietorship,Indica si el beneficiario es una empresa individual,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,sole_proprietorship
small_agricultural_cooperative,STRING,Indica se o beneficiário é uma pequena cooperativa agrícola,Indicates whether the recipient is a small agricultural cooperative,Indica si el beneficiario es una pequeña cooperativa agrícola,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,small_agricultural_cooperative
international_organization,STRING,Indica se o beneficiário é uma organização internacional,Indicates whether the recipient is an international organization,Indica si el beneficiario es una organización internacional,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,international_organization
us_government_entity,STRING,Indica se o beneficiário é uma entidade do governo dos Estados Unidos,Indicates whether the recipient is a United States government entity,Indica si el beneficiario es una entidad del gobierno de los Estados Unidos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,us_government_entity
community_development_corporation,STRING,Indica se o beneficiário é uma corporação de desenvolvimento comunitário,Indicates whether the recipient is a community development corporation,Indica si el beneficiario es una corporación de desarrollo comunitario,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,community_development_corporation
domestic_shelter,STRING,Indica se o beneficiário é um abrigo para vítimas de violência doméstica,Indicates whether the recipient is a domestic shelter,Indica si el beneficiario es un albergue para víctimas de violencia doméstica,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,domestic_shelter
educational_institution,STRING,Indica se o beneficiário é uma instituição de ensino,Indicates whether the recipient is an educational institution,Indica si el beneficiario es una institución educativa,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,educational_institution
foundation,STRING,Indica se o beneficiário é uma fundação,Indicates whether the recipient is a foundation,Indica si el beneficiario es una fundación,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,foundation
hospital_flag,STRING,Indica se o beneficiário é um hospital,Indicates whether the recipient is a hospital,Indica si el beneficiario es un hospital,,yes,,,no,,hospital_flag
manufacturer_of_goods,STRING,Indica se o beneficiário é um fabricante de bens,Indicates whether the recipient is a manufacturer of goods,Indica si el beneficiario es un fabricante de bienes,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,manufacturer_of_goods
veterinary_hospital,STRING,Indica se o beneficiário é um hospital veterinário,Indicates whether the recipient is a veterinary hospital,Indica si el beneficiario es un hospital veterinario,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,veterinary_hospital
hispanic_servicing_institution,STRING,Indica se o beneficiário é uma instituição de ensino voltada à população hispânica,Indicates whether the recipient is a Hispanic-serving institution,Indica si el beneficiario es una institución de enseñanza al servicio de la población hispana,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,hispanic_servicing_institution
receives_contracts,STRING,Indica se o beneficiário é uma entidade que recebe contratos,Indicates whether the recipient is an entity that receives contracts,Indica si el beneficiario es una entidad que recibe contratos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,receives_contracts
receives_financial_assistance,STRING,Indica se o beneficiário é uma entidade que recebe assistência financeira,Indicates whether the recipient is an entity that receives financial assistance,Indica si el beneficiario es una entidad que recibe asistencia financiera,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,receives_financial_assistance
